,Code5,Level1,Level2,Level3,Level4,Level5,Drug,ATC_5,ATC_4,ATC_3,ATC_2,ATC_1,covid
2823,N03AX07,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,phenacemide,phenacemide,N03AX,N03A,N03,N0,N,No
2824,N03AX09,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,lamotrigine,lamotrigine,N03AX,N03A,N03,N0,N,No
2825,N03AX10,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,felbamate,felbamate,N03AX,N03A,N03,N0,N,No
2826,N03AX11,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,topiramate,topiramate,N03AX,N03A,N03,N0,N,No
2827,N03AX12,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,gabapentin,gabapentin,N03AX,N03A,N03,N0,N,No
2828,N03AX13,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,pheneturide,pheneturide,N03AX,N03A,N03,N0,N,No
2829,N03AX14,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,levetiracetam,levetiracetam,N03AX,N03A,N03,N0,N,No
2830,N03AX15,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,zonisamide,zonisamide,N03AX,N03A,N03,N0,N,No
2831,N03AX16,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,pregabalin,pregabalin,N03AX,N03A,N03,N0,N,No
2832,N03AX17,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,stiripentol,stiripentol,N03AX,N03A,N03,N0,N,No
2833,N03AX18,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,lacosamide,lacosamide,N03AX,N03A,N03,N0,N,No
2834,N03AX19,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,carisbamate,carisbamate,N03AX,N03A,N03,N0,N,No
2835,N03AX21,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,retigabine,retigabine,N03AX,N03A,N03,N0,N,No
2836,N03AX22,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,perampanel,perampanel,N03AX,N03A,N03,N0,N,No
2837,N03AX30,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,beclamide,beclamide,N03AX,N03A,N03,N0,N,No
2838,N04AA01,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,ANTICHOLINERGIC AGENTS,Tertiary amines,trihexyphenidyl,trihexyphenidyl,N04AA,N04A,N04,N0,N,No
2839,N04AA02,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,ANTICHOLINERGIC AGENTS,Tertiary amines,biperiden,biperiden,N04AA,N04A,N04,N0,N,No
2840,N04AA03,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,ANTICHOLINERGIC AGENTS,Tertiary amines,metixene,metixene,N04AA,N04A,N04,N0,N,No
2841,N04AA04,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,ANTICHOLINERGIC AGENTS,Tertiary amines,procyclidine,procyclidine,N04AA,N04A,N04,N0,N,No
2842,N04AA05,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,ANTICHOLINERGIC AGENTS,Tertiary amines,profenamine,profenamine,N04AA,N04A,N04,N0,N,No
2843,N04AA08,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,ANTICHOLINERGIC AGENTS,Tertiary amines,dexetimide,dexetimide,N04AA,N04A,N04,N0,N,No
2844,N04AA09,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,ANTICHOLINERGIC AGENTS,Tertiary amines,phenglutarimide,phenglutarimide,N04AA,N04A,N04,N0,N,No
2845,N04AA10,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,ANTICHOLINERGIC AGENTS,Tertiary amines,mazaticol,mazaticol,N04AA,N04A,N04,N0,N,No
2846,N04AA11,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,ANTICHOLINERGIC AGENTS,Tertiary amines,bornaprine,bornaprine,N04AA,N04A,N04,N0,N,No
2847,N04AA12,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,ANTICHOLINERGIC AGENTS,Tertiary amines,tropatepine,tropatepine,N04AA,N04A,N04,N0,N,No
2848,N04AB01,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,ANTICHOLINERGIC AGENTS,Ethers chemically close to antihistamines,etanautine,etanautine,N04AB,N04A,N04,N0,N,No
2849,N04AB02,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,ANTICHOLINERGIC AGENTS,Ethers chemically close to antihistamines,orphenadrine (chloride),orphenadrine (chloride),N04AB,N04A,N04,N0,N,No
2850,N04AC01,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,ANTICHOLINERGIC AGENTS,Ethers of tropine or tropine derivatives,benzatropine,benzatropine,N04AC,N04A,N04,N0,N,No
2851,N04AC30,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,ANTICHOLINERGIC AGENTS,Ethers of tropine or tropine derivatives,etybenzatropine,etybenzatropine,N04AC,N04A,N04,N0,N,No
2852,N04BA01,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Dopa and dopa derivatives,levodopa,levodopa,N04BA,N04B,N04,N0,N,No
2853,N04BA02,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Dopa and dopa derivatives,levodopa and decarboxylase inhibitor,levodopa and decarboxylase inhibitor,N04BA,N04B,N04,N0,N,No
2854,N04BA03,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Dopa and dopa derivatives,"levodopa, decarboxylase inhibitor and COMT inhibitor","levodopa, decarboxylase inhibitor and COMT inhibitor",N04BA,N04B,N04,N0,N,No
2855,N04BA04,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Dopa and dopa derivatives,melevodopa,melevodopa,N04BA,N04B,N04,N0,N,No
2856,N04BA05,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Dopa and dopa derivatives,melevodopa and decarboxylase inhibitor,melevodopa and decarboxylase inhibitor,N04BA,N04B,N04,N0,N,No
2857,N04BA06,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Dopa and dopa derivatives,etilevodopa and decarboxylase inhibitor,etilevodopa and decarboxylase inhibitor,N04BA,N04B,N04,N0,N,No
2858,N04BB01,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Adamantane derivatives,amantadine,amantadine,N04BB,N04B,N04,N0,N,No
2859,N04BC02,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Dopamine agonists,pergolide,pergolide,N04BC,N04B,N04,N0,N,No
2860,N04BC03,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Dopamine agonists,dihydroergocryptine mesylate,dihydroergocryptine mesylate,N04BC,N04B,N04,N0,N,No
2861,N04BC04,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Dopamine agonists,ropinirole,ropinirole,N04BC,N04B,N04,N0,N,No
2862,N04BC05,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Dopamine agonists,pramipexole,pramipexole,N04BC,N04B,N04,N0,N,No
2863,N04BC08,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Dopamine agonists,piribedil,piribedil,N04BC,N04B,N04,N0,N,No
2864,N04BC09,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Dopamine agonists,rotigotine,rotigotine,N04BC,N04B,N04,N0,N,No
2865,N04BD01,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Monoamine oxidase B inhibitors,selegiline,selegiline,N04BD,N04B,N04,N0,N,No
2866,N04BD02,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Monoamine oxidase B inhibitors,rasagiline,rasagiline,N04BD,N04B,N04,N0,N,No
2867,N04BX01,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Other dopaminergic agents,tolcapone,tolcapone,N04BX,N04B,N04,N0,N,No
2868,N04BX02,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Other dopaminergic agents,entacapone,entacapone,N04BX,N04B,N04,N0,N,No
2869,N04BX03,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Other dopaminergic agents,budipine,budipine,N04BX,N04B,N04,N0,N,No
2870,N05AA01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with aliphatic side-chain,chlorpromazine,chlorpromazine,N05AA,N05A,N05,N0,N,No
2871,N05AA02,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with aliphatic side-chain,levomepromazine,levomepromazine,N05AA,N05A,N05,N0,N,No
2872,N05AA03,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with aliphatic side-chain,promazine,promazine,N05AA,N05A,N05,N0,N,No
2873,N05AA04,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with aliphatic side-chain,acepromazine,acepromazine,N05AA,N05A,N05,N0,N,No
2874,N05AA05,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with aliphatic side-chain,triflupromazine,triflupromazine,N05AA,N05A,N05,N0,N,No
2875,N05AA06,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with aliphatic side-chain,cyamemazine,cyamemazine,N05AA,N05A,N05,N0,N,No
2876,N05AA07,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with aliphatic side-chain,chlorproethazine,chlorproethazine,N05AA,N05A,N05,N0,N,No
2877,N05AB01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with piperazine structure,dixyrazine,dixyrazine,N05AB,N05A,N05,N0,N,No
2878,N05AB02,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with piperazine structure,fluphenazine,fluphenazine,N05AB,N05A,N05,N0,N,No
2879,N05AB03,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with piperazine structure,perphenazine,perphenazine,N05AB,N05A,N05,N0,N,No
2880,N05AB04,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with piperazine structure,prochlorperazine,prochlorperazine,N05AB,N05A,N05,N0,N,No
2881,N05AB05,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with piperazine structure,thiopropazate,thiopropazate,N05AB,N05A,N05,N0,N,No
2882,N05AB06,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with piperazine structure,trifluoperazine,trifluoperazine,N05AB,N05A,N05,N0,N,No
2883,N05AB07,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with piperazine structure,acetophenazine,acetophenazine,N05AB,N05A,N05,N0,N,No
2884,N05AB08,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with piperazine structure,thioproperazine,thioproperazine,N05AB,N05A,N05,N0,N,No
2885,N05AB09,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with piperazine structure,butaperazine,butaperazine,N05AB,N05A,N05,N0,N,No
2886,N05AB10,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with piperazine structure,perazine,perazine,N05AB,N05A,N05,N0,N,No
2887,N05AC01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with piperidine structure,periciazine,periciazine,N05AC,N05A,N05,N0,N,No
2888,N05AC02,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with piperidine structure,thioridazine,thioridazine,N05AC,N05A,N05,N0,N,No
2889,N05AC03,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with piperidine structure,mesoridazine,mesoridazine,N05AC,N05A,N05,N0,N,No
2890,N05AC04,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Phenothiazines with piperidine structure,pipotiazine,pipotiazine,N05AC,N05A,N05,N0,N,No
2891,N05AD01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Butyrophenone derivatives,haloperidol,haloperidol,N05AD,N05A,N05,N0,N,No
2892,N05AD02,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Butyrophenone derivatives,trifluperidol,trifluperidol,N05AD,N05A,N05,N0,N,No
2893,N05AD03,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Butyrophenone derivatives,melperone,melperone,N05AD,N05A,N05,N0,N,No
2894,N05AD04,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Butyrophenone derivatives,moperone,moperone,N05AD,N05A,N05,N0,N,No
2895,N05AD05,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Butyrophenone derivatives,pipamperone,pipamperone,N05AD,N05A,N05,N0,N,No
2896,N05AD06,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Butyrophenone derivatives,bromperidol,bromperidol,N05AD,N05A,N05,N0,N,No
2897,N05AD07,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Butyrophenone derivatives,benperidol,benperidol,N05AD,N05A,N05,N0,N,No
2898,N05AD08,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Butyrophenone derivatives,droperidol,droperidol,N05AD,N05A,N05,N0,N,No
2899,N05AD09,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Butyrophenone derivatives,fluanisone,fluanisone,N05AD,N05A,N05,N0,N,No
2900,N05AE01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Indole derivatives,oxypertine,oxypertine,N05AE,N05A,N05,N0,N,No
2901,N05AE02,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Indole derivatives,molindone,molindone,N05AE,N05A,N05,N0,N,No
2902,N05AE03,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Indole derivatives,sertindole,sertindole,N05AE,N05A,N05,N0,N,No
2903,N05AE04,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Indole derivatives,ziprasidone,ziprasidone,N05AE,N05A,N05,N0,N,No
2904,N05AE05,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Indole derivatives,lurasidone,lurasidone,N05AE,N05A,N05,N0,N,No
2905,N05AF01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Thioxanthene derivatives,flupentixol,flupentixol,N05AF,N05A,N05,N0,N,No
2906,N05AF02,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Thioxanthene derivatives,clopenthixol,clopenthixol,N05AF,N05A,N05,N0,N,No
2907,N05AF03,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Thioxanthene derivatives,chlorprothixene,chlorprothixene,N05AF,N05A,N05,N0,N,No
2908,N05AF04,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Thioxanthene derivatives,tiotixene,tiotixene,N05AF,N05A,N05,N0,N,No
2909,N05AF05,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Thioxanthene derivatives,zuclopenthixol,zuclopenthixol,N05AF,N05A,N05,N0,N,No
2910,N05AG01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Diphenylbutylpiperidine derivatives,fluspirilene,fluspirilene,N05AG,N05A,N05,N0,N,No
2911,N05AG02,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Diphenylbutylpiperidine derivatives,pimozide,pimozide,N05AG,N05A,N05,N0,N,No
2912,N05AG03,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Diphenylbutylpiperidine derivatives,penfluridol,penfluridol,N05AG,N05A,N05,N0,N,No
2913,N05AH01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,"Diazepines, oxazepines, thiazepines and oxepines",loxapine,loxapine,N05AH,N05A,N05,N0,N,No
2914,N05AH02,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,"Diazepines, oxazepines, thiazepines and oxepines",clozapine,clozapine,N05AH,N05A,N05,N0,N,No
2915,N05AH03,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,"Diazepines, oxazepines, thiazepines and oxepines",olanzapine,olanzapine,N05AH,N05A,N05,N0,N,No
2916,N05AH04,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,"Diazepines, oxazepines, thiazepines and oxepines",quetiapine,quetiapine,N05AH,N05A,N05,N0,N,No
2917,N05AH05,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,"Diazepines, oxazepines, thiazepines and oxepines",asenapine,asenapine,N05AH,N05A,N05,N0,N,No
2918,N05AH06,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,"Diazepines, oxazepines, thiazepines and oxepines",clotiapine,clotiapine,N05AH,N05A,N05,N0,N,No
2919,N05AL01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Benzamides,sulpiride,sulpiride,N05AL,N05A,N05,N0,N,No
2920,N05AL02,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Benzamides,sultopride,sultopride,N05AL,N05A,N05,N0,N,No
2921,N05AL03,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Benzamides,tiapride,tiapride,N05AL,N05A,N05,N0,N,No
2922,N05AL04,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Benzamides,remoxipride,remoxipride,N05AL,N05A,N05,N0,N,No
2923,N05AL05,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Benzamides,amisulpride,amisulpride,N05AL,N05A,N05,N0,N,No
2924,N05AL06,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Benzamides,veralipride,veralipride,N05AL,N05A,N05,N0,N,No
2925,N05AL07,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Benzamides,levosulpiride,levosulpiride,N05AL,N05A,N05,N0,N,No
2926,N05AN01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Lithium,lithium,lithium,N05AN,N05A,N05,N0,N,No
2927,N05AX07,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Other antipsychotics,prothipendyl,prothipendyl,N05AX,N05A,N05,N0,N,No
2928,N05AX08,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Other antipsychotics,risperidone,risperidone,N05AX,N05A,N05,N0,N,No
2929,N05AX10,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Other antipsychotics,mosapramine,mosapramine,N05AX,N05A,N05,N0,N,No
2930,N05AX11,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Other antipsychotics,zotepine,zotepine,N05AX,N05A,N05,N0,N,No
2931,N05AX12,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Other antipsychotics,aripiprazole,aripiprazole,N05AX,N05A,N05,N0,N,No
2932,N05AX13,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Other antipsychotics,paliperidone,paliperidone,N05AX,N05A,N05,N0,N,No
2933,N05AX14,NERVOUS SYSTEM,PSYCHOLEPTICS,ANTIPSYCHOTICS,Other antipsychotics,iloperidone,iloperidone,N05AX,N05A,N05,N0,N,No
2934,N05BA01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,diazepam,diazepam,N05BA,N05B,N05,N0,N,Yes
2935,N05BA02,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,chlordiazepoxide,chlordiazepoxide,N05BA,N05B,N05,N0,N,Yes
2936,N05BA03,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,medazepam,medazepam,N05BA,N05B,N05,N0,N,Yes
2937,N05BA04,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,oxazepam,oxazepam,N05BA,N05B,N05,N0,N,Yes
2938,N05BA05,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,potassium clorazepate,potassium clorazepate,N05BA,N05B,N05,N0,N,Yes
2939,N05BA06,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,lorazepam,lorazepam,N05BA,N05B,N05,N0,N,Yes
2940,N05BA07,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,adinazolam,adinazolam,N05BA,N05B,N05,N0,N,Yes
2941,N05BA08,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,bromazepam,bromazepam,N05BA,N05B,N05,N0,N,Yes
2942,N05BA09,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,clobazam,clobazam,N05BA,N05B,N05,N0,N,Yes
2943,N05BA10,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,ketazolam,ketazolam,N05BA,N05B,N05,N0,N,Yes
2944,N05BA11,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,prazepam,prazepam,N05BA,N05B,N05,N0,N,Yes
2945,N05BA12,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,alprazolam,alprazolam,N05BA,N05B,N05,N0,N,Yes
2946,N05BA13,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,halazepam,halazepam,N05BA,N05B,N05,N0,N,Yes
2947,N05BA14,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,pinazepam,pinazepam,N05BA,N05B,N05,N0,N,Yes
2948,N05BA15,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,camazepam,camazepam,N05BA,N05B,N05,N0,N,Yes
2949,N05BA16,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,nordazepam,nordazepam,N05BA,N05B,N05,N0,N,Yes
2950,N05BA17,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,fludiazepam,fludiazepam,N05BA,N05B,N05,N0,N,Yes
2951,N05BA18,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,ethyl loflazepate,ethyl loflazepate,N05BA,N05B,N05,N0,N,Yes
2952,N05BA19,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,etizolam,etizolam,N05BA,N05B,N05,N0,N,Yes
2953,N05BA21,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,clotiazepam,clotiazepam,N05BA,N05B,N05,N0,N,Yes
2954,N05BA22,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,cloxazolam,cloxazolam,N05BA,N05B,N05,N0,N,Yes
2955,N05BA23,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,tofisopam,tofisopam,N05BA,N05B,N05,N0,N,Yes
2956,N05BA56,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,"lorazepam, combinations","lorazepam, combinations",N05BA,N05B,N05,N0,N,No
2957,N05BB01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Diphenylmethane derivatives,hydroxyzine,hydroxyzine,N05BB,N05B,N05,N0,N,No
2958,N05BB02,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Diphenylmethane derivatives,captodiame,captodiame,N05BB,N05B,N05,N0,N,No
2959,N05BB51,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Diphenylmethane derivatives,"hydroxyzine, combinations","hydroxyzine, combinations",N05BB,N05B,N05,N0,N,No
2960,N05BC01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Carbamates,meprobamate,meprobamate,N05BC,N05B,N05,N0,N,No
2961,N05BC03,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Carbamates,emylcamate,emylcamate,N05BC,N05B,N05,N0,N,No
2962,N05BC04,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Carbamates,mebutamate,mebutamate,N05BC,N05B,N05,N0,N,No
2963,N05BC51,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Carbamates,"meprobamate, combinations","meprobamate, combinations",N05BC,N05B,N05,N0,N,No
2964,N05BD01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Dibenzo-bicyclo-octadiene derivatives,benzoctamine,benzoctamine,N05BD,N05B,N05,N0,N,No
2965,N05BE01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Azaspirodecanedione derivatives,buspirone,buspirone,N05BE,N05B,N05,N0,N,No
2966,N05BX01,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Other anxiolytics,mephenoxalone,mephenoxalone,N05BX,N05B,N05,N0,N,No
2967,N05BX02,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Other anxiolytics,gedocarnil,gedocarnil,N05BX,N05B,N05,N0,N,No
2968,N05BX03,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Other anxiolytics,etifoxine,etifoxine,N05BX,N05B,N05,N0,N,No
2969,N05CA01,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",pentobarbital,pentobarbital,N05CA,N05C,N05,N0,N,Yes
